ix,race_id,driver_id,lap,position,time,milliseconds
300053,67,32,28,15,1:24.903,84903
300054,67,32,29,14,1:25.556,85556
300055,67,32,30,13,1:26.633,86633
300056,67,32,31,12,1:24.914,84914
300057,67,32,32,11,1:24.851,84851
300058,67,32,33,11,1:24.999,84999
300059,67,32,34,11,1:25.149,85149
300060,67,32,35,11,1:28.871,88871
300061,67,32,36,12,1:47.744,107744
300062,67,32,37,12,1:24.571,84571
300063,67,32,38,12,1:24.830,84830
300064,67,32,39,12,1:24.767,84767
300065,67,32,40,12,1:24.734,84734
300066,67,32,41,12,1:25.784,85784
300067,67,32,42,12,1:24.646,84646
300068,67,32,43,12,1:25.864,85864
300069,67,32,44,11,1:29.018,89018
300070,67,32,45,11,1:25.336,85336
300071,67,32,46,11,1:25.157,85157
300072,67,32,47,11,1:25.190,85190
300073,67,32,48,11,1:25.479,85479
300074,67,32,49,11,1:25.410,85410
300075,67,32,50,11,1:25.730,85730
300076,67,32,51,11,1:25.676,85676
300077,67,32,52,11,1:25.758,85758
300078,67,2,1,6,1:32.388,92388
300079,67,2,2,7,1:27.180,87180
300080,67,2,3,7,1:25.296,85296
300081,67,2,4,7,1:25.076,85076
300082,67,2,5,7,1:24.744,84744
300083,67,2,6,7,1:24.617,84617
300084,67,2,7,7,1:24.396,84396
300085,67,2,8,7,1:24.264,84264
300086,67,2,9,7,1:24.069,84069
300087,67,2,10,7,1:24.050,84050
300088,67,2,11,7,1:23.982,83982
300089,67,2,12,7,1:24.159,84159
300090,67,2,13,7,1:23.945,83945
300091,67,2,14,7,1:23.847,83847
300092,67,2,15,7,1:23.628,83628
300093,67,2,16,6,1:23.730,83730
300094,67,2,17,6,1:23.708,83708
300095,67,2,18,5,1:23.750,83750
300096,67,2,19,4,1:23.685,83685
300097,67,2,20,2,1:23.294,83294
300098,67,2,21,2,1:27.236,87236
300099,67,2,22,8,1:47.744,107744
300100,67,2,23,8,1:24.213,84213
300101,67,2,24,8,1:24.207,84207
300102,67,2,25,9,1:28.304,88304
300103,67,2,26,11,1:36.068,96068
300104,67,2,27,11,1:24.197,84197
300105,67,2,28,11,1:24.359,84359
300106,67,2,29,11,1:24.071,84071
300107,67,2,30,10,1:24.133,84133
300108,67,2,31,8,1:24.664,84664
300109,67,2,32,8,1:24.912,84912
300110,67,2,33,7,1:23.714,83714
300111,67,2,34,7,1:23.617,83617
300112,67,2,35,7,1:23.461,83461
300113,67,2,36,7,1:23.443,83443
300114,67,2,37,7,1:23.647,83647
300115,67,2,38,7,1:23.412,83412
300116,67,2,39,7,1:23.372,83372
300117,67,2,40,6,1:26.772,86772
300118,67,2,41,10,1:45.104,105104
300119,67,2,42,10,1:24.181,84181
300120,67,2,43,10,1:24.387,84387
300121,67,2,44,9,1:25.015,85015
300122,67,2,45,8,1:24.415,84415
300123,67,2,46,8,1:24.107,84107
300124,67,2,47,8,1:24.841,84841
300125,67,2,48,8,1:24.182,84182
300126,67,2,49,8,1:24.532,84532
300127,67,2,50,8,1:24.163,84163
300128,67,2,51,8,1:24.926,84926
300129,67,2,52,8,1:23.986,83986
300130,67,2,53,8,1:24.091,84091
300131,67,9,1,3,1:29.712,89712
300132,67,9,2,3,1:25.499,85499
300133,67,9,3,3,1:24.954,84954
300134,67,9,4,3,1:24.873,84873
300135,67,9,5,3,1:24.407,84407
300136,67,9,6,3,1:24.289,84289
300137,67,9,7,3,1:24.102,84102
300138,67,9,8,3,1:23.865,83865
300139,67,9,9,3,1:24.077,84077
300140,67,9,10,3,1:24.258,84258
300141,67,9,11,3,1:24.304,84304
300142,67,9,12,3,1:23.763,83763
300143,67,9,13,3,1:23.757,83757
300144,67,9,14,3,1:23.887,83887
300145,67,9,15,3,1:23.680,83680
300146,67,9,16,2,1:23.906,83906
300147,67,9,17,2,1:23.700,83700
300148,67,9,18,1,1:23.446,83446
300149,67,9,19,1,1:23.655,83655
300150,67,9,20,1,1:23.525,83525
300151,67,9,21,1,1:23.111,83111
300152,67,9,22,1,1:26.960,86960
300153,67,9,23,4,1:47.583,107583
300154,67,9,24,4,1:24.219,84219
300155,67,9,25,4,1:24.193,84193
300156,67,9,26,4,1:24.100,84100
300157,67,9,27,3,1:24.864,84864
300158,67,9,28,3,1:24.200,84200
300159,67,9,29,3,1:24.109,84109
300160,67,9,30,3,1:24.164,84164
300161,67,9,31,3,1:23.898,83898
300162,67,9,32,3,1:23.999,83999
300163,67,9,33,3,1:24.019,84019
300164,67,9,34,3,1:23.928,83928
300165,67,9,35,3,1:23.753,83753
300166,67,9,36,3,1:23.875,83875
300167,67,9,37,3,1:23.863,83863
300168,67,9,38,3,1:23.928,83928
300169,67,9,39,3,1:24.513,84513
300170,67,9,40,3,1:24.085,84085
300171,67,9,41,3,1:27.287,87287
300172,67,9,42,4,1:45.959,105959
300173,67,9,43,4,1:23.631,83631
300174,67,9,44,3,1:24.635,84635
300175,67,9,45,3,1:24.358,84358
300176,67,9,46,3,1:25.198,85198
300177,67,9,47,3,1:24.530,84530
300178,67,9,48,3,1:24.488,84488
300179,67,9,49,3,1:24.489,84489
300180,67,9,50,3,1:24.465,84465
300181,67,9,51,3,1:24.627,84627
300182,67,9,52,3,1:24.860,84860
300183,67,9,53,3,1:24.839,84839
300184,67,33,1,20,1:38.338,98338
300185,67,33,2,19,1:29.007,89007
300186,67,33,3,19,1:27.968,87968
300187,67,33,4,20,1:27.853,87853
300188,67,33,5,20,1:26.851,86851
300189,67,33,6,20,1:26.937,86937
300190,67,33,7,20,1:26.989,86989
300191,67,33,8,20,1:26.122,86122
300192,67,33,9,19,1:27.354,87354
300193,67,33,10,19,1:26.066,86066
300194,67,33,11,19,1:26.207,86207
300195,67,33,12,19,1:25.816,85816
300196,67,33,13,19,1:26.172,86172
300197,67,33,14,19,1:25.888,85888
300198,67,33,15,19,1:26.012,86012
300199,67,33,16,19,1:26.292,86292
300200,67,33,17,19,1:25.501,85501
300201,67,33,18,19,1:25.728,85728
300202,67,33,19,18,1:25.467,85467
300203,67,33,20,18,1:25.793,85793
300204,67,33,21,17,1:25.348,85348
300205,67,33,22,17,1:25.188,85188
300206,67,33,23,17,1:25.311,85311
300207,67,33,24,17,1:25.269,85269
300208,67,33,25,17,1:24.905,84905
300209,67,33,26,17,1:25.168,85168
300210,67,33,27,17,1:24.822,84822
300211,67,33,28,17,1:28.883,88883
300212,67,33,29,17,1:52.682,112682
300213,67,33,30,17,1:26.201,86201
300214,67,33,31,17,1:25.934,85934
300215,67,33,32,17,1:26.004,86004
300216,67,33,33,17,1:26.331,86331
300217,67,33,34,17,1:26.672,86672
300218,67,33,35,17,1:26.828,86828
300219,67,33,36,17,1:28.664,88664
300220,67,33,37,17,1:26.842,86842
300221,67,33,38,17,1:27.043,87043
300222,67,33,39,17,1:27.323,87323
300223,67,33,40,17,1:31.614,91614
300224,67,33,41,17,2:09.727,129727
300225,67,33,42,17,1:30.069,90069
300226,67,33,43,17,1:33.807,93807
300227,67,33,44,18,2:07.906,127906
300228,67,27,1,21,1:38.583,98583
300229,67,27,2,20,1:30.174,90174
300230,67,27,3,20,1:26.956,86956
300231,67,27,4,19,1:26.744,86744
300232,67,27,5,19,1:26.265,86265
300233,67,27,6,19,1:27.149,87149
300234,67,27,7,19,1:26.629,86629
300235,67,27,8,19,1:25.841,85841
300236,67,27,9,18,1:26.244,86244
300237,67,27,10,18,1:25.977,85977
300238,67,27,11,18,1:26.113,86113
300239,67,27,12,18,1:25.759,85759
300240,67,27,13,18,1:25.711,85711
300241,67,27,14,18,1:25.905,85905
300242,67,27,15,18,1:25.744,85744
300243,67,27,16,18,1:25.709,85709
300244,67,27,17,18,1:25.494,85494
300245,67,27,18,18,1:25.652,85652
300246,67,27,19,20,1:37.026,97026
300247,67,27,20,20,2:24.469,144469
300248,67,27,21,19,1:26.522,86522
300249,67,27,22,19,1:26.462,86462
300250,67,27,23,19,1:26.684,86684
300251,67,27,24,19,1:26.715,86715
300252,67,27,25,19,1:26.843,86843
300253,67,27,26,19,1:27.313,87313
300254,67,27,27,19,1:27.022,87022
300255,67,27,28,19,1:27.844,87844
300256,67,27,29,19,1:29.742,89742
300257,67,27,30,19,1:26.809,86809
300258,67,27,31,19,1:27.100,87100
300259,67,27,32,19,1:28.887,88887
300260,67,27,33,19,1:27.812,87812
300261,67,27,34,19,1:27.707,87707
300262,67,27,35,19,1:28.642,88642
300263,67,27,36,19,1:31.376,91376
300264,67,27,37,19,1:28.935,88935
300265,67,27,38,19,1:30.909,90909
300266,67,27,39,19,1:29.286,89286
300267,67,27,40,19,1:33.797,93797
300268,67,27,41,19,1:28.773,88773
300269,67,27,42,19,1:27.332,87332
300270,67,27,43,19,1:28.805,88805
300271,67,27,44,17,1:32.405,92405
300272,67,27,45,17,1:31.550,91550
300273,67,27,46,17,1:29.456,89456
300274,67,27,47,17,1:34.517,94517
300275,67,27,48,17,1:29.522,89522
300276,67,27,49,17,1:29.314,89314
300277,67,27,50,17,1:28.066,88066
300278,67,27,51,17,1:27.957,87957
300279,67,24,1,16,1:36.887,96887
300280,67,24,2,17,1:28.742,88742
300281,67,24,3,17,1:27.798,87798
300282,67,24,4,17,1:27.376,87376
300283,67,24,5,17,1:26.929,86929
300284,67,24,6,17,1:26.625,86625
300285,67,24,7,17,1:26.044,86044
300286,67,24,8,17,1:25.717,85717
300287,67,24,9,16,1:26.237,86237
300288,67,24,10,16,1:25.849,85849
300289,67,24,11,16,1:26.272,86272
300290,67,24,12,16,1:25.656,85656
300291,67,24,13,16,1:25.657,85657
300292,67,24,14,16,1:25.500,85500
300293,67,24,15,15,1:25.819,85819
300294,67,24,16,15,1:25.488,85488
300295,67,24,17,15,1:25.402,85402
300296,67,24,18,16,1:27.176,87176
300297,67,24,19,16,1:25.599,85599
300298,67,24,20,16,1:25.335,85335
300299,67,24,21,15,1:25.783,85783
300300,67,24,22,15,1:25.371,85371
300301,67,24,23,15,1:24.993,84993
300302,67,24,24,15,1:25.188,85188
300303,67,24,25,15,1:25.059,85059
300304,67,24,26,15,1:25.341,85341
300305,67,24,27,15,1:25.237,85237
300306,67,24,28,14,1:25.506,85506
300307,67,24,29,15,1:26.316,86316
300308,67,24,30,14,1:30.312,90312
300309,67,24,31,16,1:50.140,110140
300310,67,24,32,16,1:26.001,86001
300311,67,24,33,16,1:25.912,85912
300312,67,24,34,16,1:25.443,85443
300313,67,24,35,16,1:25.318,85318
300314,67,24,36,16,1:25.311,85311
300315,67,24,37,16,1:25.447,85447
300316,67,24,38,16,1:25.532,85532
300317,67,24,39,16,1:25.593,85593
300318,67,24,40,16,1:26.340,86340
300319,67,24,41,16,1:25.250,85250
300320,67,24,42,16,1:26.152,86152
300321,67,24,43,16,1:25.681,85681
300322,67,24,44,15,1:25.748,85748
300323,67,24,45,15,1:25.279,85279
300324,67,24,46,15,1:25.948,85948
300325,67,24,47,15,1:25.336,85336
300326,67,24,48,15,1:25.508,85508
300327,67,24,49,14,1:25.923,85923
300328,67,24,50,14,1:25.278,85278
300329,67,24,51,14,1:25.017,85017
300330,67,24,52,14,1:24.764,84764
300331,67,26,1,15,1:36.484,96484
300332,67,26,2,15,1:28.379,88379
300333,67,26,3,15,1:27.450,87450
300334,67,26,4,15,1:27.116,87116
300335,67,26,5,15,1:26.864,86864
300336,67,26,6,15,1:26.415,86415
300337,67,26,7,15,1:26.102,86102
300338,67,26,8,15,1:25.746,85746
300339,67,26,9,14,1:26.025,86025
300340,67,26,10,14,1:25.824,85824
300341,67,26,11,14,1:26.125,86125
300342,67,26,12,14,1:25.777,85777
300343,67,26,13,14,1:25.508,85508
300344,67,26,14,14,1:25.724,85724
300345,67,26,15,13,1:25.650,85650
300346,67,26,16,13,1:25.558,85558
300347,67,26,17,13,1:25.751,85751
300348,67,26,18,13,1:25.277,85277
300349,67,26,19,13,1:25.620,85620
300350,67,26,20,13,1:25.414,85414
300351,67,26,21,13,1:25.130,85130
300352,67,26,22,13,1:25.825,85825
300353,67,26,23,13,1:25.249,85249
300354,67,26,24,12,1:25.340,85340
300355,67,26,25,12,1:25.855,85855
300356,67,26,26,12,1:25.147,85147
300357,67,26,27,12,1:25.361,85361
300358,67,26,28,12,1:25.394,85394
300359,67,26,29,13,1:28.085,88085
300360,67,26,30,15,1:50.370,110370
300361,67,26,31,14,1:29.459,89459
300362,67,26,32,14,1:26.109,86109
300363,67,26,33,14,1:25.686,85686
300364,67,26,34,14,1:25.440,85440
300365,67,26,35,14,1:25.320,85320
300366,67,26,36,14,1:25.342,85342
300367,67,26,37,14,1:25.568,85568
300368,67,26,38,14,1:25.372,85372
300369,67,26,39,14,1:25.502,85502
300370,67,26,40,14,1:25.120,85120
300371,67,26,41,14,1:25.890,85890
300372,67,26,42,14,1:25.611,85611
300373,67,26,43,14,1:25.262,85262
300374,67,26,44,13,1:26.066,86066
300375,67,26,45,13,1:25.439,85439
300376,67,26,46,13,1:27.245,87245
300377,67,26,47,13,1:25.369,85369
300378,67,26,48,13,1:25.643,85643
300379,67,26,49,13,1:25.687,85687
300380,67,26,50,13,1:25.094,85094
300381,67,26,51,13,1:25.344,85344
300382,67,26,52,13,1:25.563,85563
300383,67,11,1,22,1:43.861,103861
300384,67,11,2,22,1:26.981,86981
300385,67,11,3,22,1:27.238,87238
300386,67,11,4,22,1:29.482,89482
300387,67,11,5,21,1:27.236,87236
300388,67,11,6,21,1:26.949,86949
300389,67,11,7,21,1:26.988,86988
300390,67,11,8,21,1:26.626,86626
300391,67,11,9,20,1:26.588,86588
300392,67,11,10,20,1:26.582,86582
300393,67,11,11,20,1:26.298,86298
300394,67,11,12,20,1:26.540,86540
300395,67,11,13,20,1:26.367,86367
300396,67,11,14,20,1:26.032,86032
300397,67,11,15,20,1:25.676,85676
300398,67,11,16,20,1:25.783,85783
300399,67,11,17,20,1:26.375,86375
300400,67,11,18,20,1:25.772,85772
300401,67,11,19,19,1:26.256,86256
300402,67,11,20,19,1:26.079,86079
300403,67,11,21,18,1:26.202,86202
300404,67,11,22,18,1:25.793,85793
300405,67,11,23,18,1:27.116,87116
300406,67,11,24,18,1:27.704,87704
300407,67,11,25,18,1:31.002,91002
300408,67,11,26,18,1:55.112,115112
300409,67,11,27,18,1:31.239,91239
300410,67,11,28,18,1:28.568,88568
300411,67,11,29,18,1:31.148,91148
300412,67,11,30,18,1:28.906,88906
300413,67,11,31,18,1:29.878,89878
300414,67,11,32,18,1:28.506,88506
300415,67,11,33,18,1:29.636,89636
300416,67,11,34,18,1:30.082,90082
300417,67,11,35,18,1:29.212,89212
300418,67,11,36,18,1:29.831,89831
300419,67,11,37,18,1:29.205,89205
300420,67,11,38,18,1:28.920,88920
300421,67,11,39,18,1:28.563,88563
300422,67,11,40,18,1:29.539,89539
300423,67,11,41,18,1:34.346,94346
300424,67,11,42,18,1:29.044,89044
300425,67,11,43,18,1:29.599,89599
300426,67,11,44,16,1:28.700,88700
300427,67,11,45,16,1:29.238,89238
300428,67,11,46,16,1:29.624,89624
300429,67,11,47,16,1:28.160,88160
300430,67,11,48,16,1:30.082,90082
300431,67,11,49,16,1:27.910,87910
300432,67,11,50,16,1:28.882,88882
300433,67,11,51,16,1:29.887,89887
300434,67,29,1,19,1:38.291,98291
300435,67,29,2,21,1:30.482,90482
300436,67,29,3,21,1:28.995,88995
300437,67,29,4,21,1:29.556,89556
300438,67,29,5,22,1:28.968,88968
300439,67,29,6,22,1:27.569,87569
300440,67,29,7,22,1:27.454,87454
300441,67,29,8,22,1:26.808,86808
300442,67,29,9,21,1:27.210,87210
300443,67,29,10,21,1:26.706,86706
300444,67,29,11,21,1:28.659,88659
300445,67,29,12,21,1:28.003,88003
300446,67,29,13,21,1:27.367,87367
300447,67,29,14,21,1:26.849,86849
300448,67,29,15,21,1:26.548,86548
300449,67,29,16,21,1:26.963,86963
300450,67,29,17,21,1:27.239,87239
300451,67,29,18,21,1:32.643,92643
300452,68,4,1,1,1:48.445,108445
300453,68,4,2,1,1:45.236,105236
300454,68,4,3,1,1:44.824,104824
300455,68,4,4,1,1:44.873,104873
300456,68,4,5,1,1:44.747,104747
300457,68,4,6,1,1:45.194,105194
300458,68,4,7,1,1:44.936,104936
300459,68,4,8,1,1:44.850,104850
300460,68,4,9,1,1:44.752,104752
300461,68,4,10,1,1:45.070,105070
300462,68,4,11,1,1:44.916,104916
300463,68,4,12,1,1:44.658,104658
300464,68,4,13,1,1:44.681,104681
300465,68,4,14,1,1:44.599,104599
300466,68,4,15,1,1:44.772,104772
300467,68,4,16,1,1:48.447,108447
300468,68,4,17,1,1:45.259,105259
300469,68,4,18,1,1:45.188,105188
300470,68,4,19,1,1:44.827,104827
300471,68,4,20,1,1:45.443,105443
300472,68,4,21,1,1:44.405,104405
300473,68,4,22,1,1:48.478,108478
300474,68,4,23,2,2:08.893,128893
300475,68,4,24,1,1:46.346,106346
300476,68,4,25,1,1:46.912,106912
300477,68,4,26,1,1:47.213,107213
300478,68,4,27,1,1:47.143,107143
300479,68,4,28,1,1:47.655,107655
300480,68,4,29,1,1:46.108,106108
300481,68,4,30,2,1:45.765,105765
300482,68,4,31,3,1:45.626,105626
300483,68,4,32,3,1:43.970,103970
300484,68,4,33,3,1:43.802,103802
300485,68,4,34,3,1:43.370,103370
300486,68,4,35,3,1:47.115,107115
300487,68,4,36,6,2:21.257,141257
300488,68,4,37,5,1:43.777,103777
300489,68,4,38,4,1:41.512,101512
300490,68,4,39,4,1:41.220,101220
300491,68,4,40,4,1:41.039,101039
300492,68,4,41,3,1:40.521,100521
300493,68,4,42,3,1:39.400,99400
300494,68,4,43,3,1:39.163,99163
300495,68,4,44,3,1:39.157,99157
300496,68,4,45,3,1:38.525,98525
300497,68,4,46,3,1:38.443,98443
300498,68,4,47,3,1:38.412,98412
300499,68,4,48,2,1:38.353,98353
300500,68,4,49,2,1:37.586,97586
300501,68,4,50,2,1:38.658,98658
300502,68,4,51,2,1:37.740,97740
300503,68,4,52,2,1:37.623,97623
300504,68,4,53,2,1:37.700,97700
300505,68,4,54,2,1:38.840,98840
300506,68,4,55,2,1:43.174,103174
300507,68,4,56,2,1:45.250,105250
300508,68,21,1,2,1:51.138,111138
300509,68,21,2,2,1:46.490,106490
300510,68,21,3,2,1:46.177,106177
300511,68,21,4,2,1:45.688,105688
300512,68,21,5,2,1:45.380,105380
300513,68,21,6,2,1:45.307,105307
300514,68,21,7,2,1:45.949,105949
300515,68,21,8,2,1:45.723,105723
300516,68,21,9,2,1:46.241,106241
300517,68,21,10,2,1:46.381,106381
300518,68,21,11,2,1:46.732,106732
300519,68,21,12,2,1:46.930,106930
300520,68,21,13,3,1:47.443,107443
300521,68,21,14,3,1:46.330,106330
300522,68,21,15,3,1:46.676,106676
300523,68,21,16,3,1:45.772,105772
300524,68,21,17,2,1:45.115,105115
300525,68,21,18,2,1:45.258,105258
300526,68,21,19,2,1:44.977,104977
300527,68,21,20,2,1:44.500,104500
300528,68,21,21,2,1:44.462,104462
300529,68,21,22,2,1:44.164,104164
300530,68,21,23,1,1:47.337,107337
300531,68,21,24,2,2:04.324,124324
300532,68,21,25,2,1:46.110,106110
300533,68,21,26,2,1:43.555,103555
300534,68,21,27,2,1:43.952,103952
300535,68,21,28,2,1:45.085,105085
300536,68,21,29,2,1:46.200,106200
300537,68,21,30,1,1:44.270,104270
300538,68,21,31,1,1:42.253,102253
300539,68,21,32,1,1:41.960,101960
300540,68,21,33,1,1:41.742,101742
300541,68,21,34,1,1:41.322,101322
300542,68,21,35,1,1:41.374,101374
300543,68,21,36,1,1:43.673,103673
300544,68,21,37,1,1:42.738,102738
300545,68,21,38,1,1:42.494,102494
300546,68,21,39,1,1:42.085,102085
300547,68,21,40,1,1:42.000,102000
300548,68,21,41,1,1:46.715,106715
300549,68,21,42,2,2:09.862,129862
300550,68,21,43,2,1:42.814,102814
300551,68,21,44,2,1:41.416,101416
300552,68,21,45,2,1:40.545,100545
300553,68,21,46,2,1:40.996,100996
300554,68,21,47,2,1:40.880,100880
300555,68,21,48,3,1:42.023,102023
300556,68,21,49,3,1:39.948,99948
300557,68,21,50,3,1:40.024,100024
300558,68,21,51,3,1:39.882,99882
300559,68,21,52,3,1:41.178,101178
300560,68,21,53,3,1:39.332,99332
300561,68,21,54,3,1:43.035,103035
300562,68,21,55,3,1:52.511,112511
300563,68,21,56,3,2:00.476,120476
300564,68,8,1,3,1:51.972,111972
300565,68,8,2,3,1:46.346,106346
300566,68,8,3,3,1:46.448,106448
300567,68,8,4,3,1:45.912,105912
300568,68,8,5,3,1:45.787,105787
300569,68,8,6,3,1:45.426,105426
300570,68,8,7,3,1:45.716,105716
300571,68,8,8,3,1:45.882,105882
300572,68,8,9,3,1:45.934,105934
300573,68,8,10,3,1:46.014,106014
300574,68,8,11,3,1:46.516,106516
300575,68,8,12,3,1:46.753,106753
300576,68,8,13,2,1:44.921,104921
300577,68,8,14,2,1:44.094,104094
300578,68,8,15,2,1:44.287,104287
300579,68,8,16,2,1:48.425,108425
300580,68,8,17,5,2:08.356,128356
300581,68,8,18,4,1:45.825,105825
300582,68,37,1,7,1:55.852,115852
300583,68,37,2,7,1:48.200,108200
300584,68,37,3,7,1:47.183,107183
300585,68,37,4,7,1:46.833,106833
300586,68,37,5,7,1:47.280,107280
300587,68,37,6,7,1:47.021,107021
300588,68,37,7,7,1:47.006,107006
300589,68,37,8,7,1:47.127,107127
300590,68,37,9,7,1:47.222,107222
300591,68,37,10,7,1:46.954,106954
300592,68,37,11,7,1:47.000,107000
300593,68,37,12,7,1:46.689,106689
300594,68,37,13,7,1:46.650,106650
300595,68,37,14,7,1:46.161,106161
300596,68,37,15,6,1:46.384,106384
300597,68,37,16,6,1:46.259,106259
300598,68,37,17,6,1:50.330,110330
300599,68,37,18,8,2:07.339,127339
300600,68,37,19,7,1:46.681,106681
300601,68,37,20,8,1:47.504,107504
300602,68,37,21,8,1:47.847,107847
300603,68,37,22,7,1:46.689,106689
300604,68,37,23,8,1:47.507,107507
300605,68,37,24,8,1:45.675,105675
300606,68,37,25,7,1:44.900,104900
300607,68,37,26,7,1:44.373,104373
300608,68,37,27,7,1:43.912,103912
300609,68,37,28,7,1:43.765,103765
300610,68,37,29,7,1:44.406,104406
300611,68,37,30,6,1:43.617,103617
300612,68,37,31,6,1:42.611,102611
300613,68,37,32,6,1:42.624,102624
300614,68,37,33,6,1:41.690,101690
300615,68,37,34,6,1:42.598,102598
300616,68,37,35,6,1:41.528,101528
300617,68,37,36,5,1:46.590,106590
300618,68,37,37,8,2:24.992,144992
300619,68,37,38,8,1:42.996,102996
300620,68,37,39,8,1:41.025,101025
300621,68,37,40,7,1:44.284,104284
300622,68,37,41,7,1:41.372,101372
300623,68,37,42,7,1:41.079,101079
300624,68,37,43,7,1:39.741,99741
300625,68,37,44,7,1:39.709,99709
300626,68,37,45,7,1:39.149,99149
300627,68,37,46,7,1:39.884,99884
300628,68,37,47,7,1:40.174,100174
300629,68,37,48,7,1:39.429,99429
300630,68,37,49,6,1:40.460,100460
300631,68,37,50,6,1:39.448,99448
300632,68,37,51,6,1:39.871,99871
300633,68,37,52,6,1:39.791,99791
300634,68,37,53,6,1:40.175,100175
300635,68,37,54,7,1:44.090,104090
300636,68,37,55,7,1:50.537,110537
300637,68,37,56,5,1:59.671,119671
300638,68,30,1,6,1:54.851,114851
300639,68,30,2,6,1:48.023,108023
300640,68,30,3,6,1:47.186,107186
300641,68,30,4,6,1:46.921,106921
300642,68,30,5,6,1:47.482,107482
300643,68,30,6,6,1:46.942,106942
300644,68,30,7,6,1:46.936,106936
300645,68,30,8,5,1:46.465,106465
300646,68,30,9,5,1:45.323,105323
300647,68,30,10,5,1:45.131,105131
300648,68,30,11,5,1:45.291,105291
300649,68,30,12,5,1:45.201,105201
300650,68,30,13,4,1:46.549,106549
300651,68,30,14,4,1:44.833,104833
300652,68,30,15,4,1:44.531,104531
300653,68,30,16,4,1:44.713,104713
300654,68,30,17,3,1:44.793,104793
300655,68,30,18,3,1:44.475,104475
300656,68,30,19,3,1:44.700,104700
300657,68,30,20,3,1:44.633,104633
300658,68,30,21,3,1:48.828,108828
300659,68,30,22,3,2:05.385,125385
300660,68,30,23,3,1:43.874,103874
300661,68,30,24,3,1:43.501,103501
300662,68,30,25,3,1:45.309,105309
300663,68,30,26,3,1:43.382,103382
300664,68,30,27,3,1:43.535,103535
300665,68,30,28,3,1:45.025,105025
300666,68,30,29,3,1:45.854,105854
300667,68,30,30,3,1:45.229,105229
300668,68,30,31,2,1:42.498,102498
300669,68,30,32,2,1:42.388,102388
300670,68,30,33,2,1:42.171,102171
300671,68,30,34,2,1:41.650,101650
300672,68,30,35,2,1:40.997,100997
300673,68,30,36,2,1:42.308,102308
300674,68,30,37,2,1:42.874,102874
300675,68,30,38,2,1:42.004,102004
300676,68,30,39,2,1:42.093,102093
300677,68,30,40,2,1:46.850,106850
300678,68,30,41,2,2:03.163,123163
300679,68,30,42,1,1:40.384,100384
300680,68,30,43,1,1:40.404,100404
300681,68,30,44,1,1:40.837,100837
300682,68,30,45,1,1:39.280,99280
300683,68,30,46,1,1:42.071,102071
300684,68,30,47,1,1:39.894,99894
300685,68,30,48,1,1:38.752,98752
300686,68,30,49,1,1:38.693,98693
300687,68,30,50,1,1:38.553,98553
300688,68,30,51,1,1:38.751,98751
300689,68,30,52,1,1:39.665,99665
300690,68,30,53,1,1:38.578,98578
300691,68,30,54,1,1:39.874,99874
300692,68,30,55,1,1:44.375,104375
300693,68,30,56,1,1:48.739,108739
300694,68,13,1,16,2:03.685,123685
300695,68,13,2,17,1:51.185,111185
