ix,race_id,driver_id,lap,position,time,milliseconds
30212,864,815,12,20,1:31.273,91273
30213,864,815,13,18,1:32.139,92139
30214,864,815,14,16,1:33.003,93003
30215,864,815,15,16,1:32.357,92357
30216,864,815,16,17,1:34.037,94037
30217,864,815,17,18,1:37.059,97059
30218,864,815,18,19,1:47.026,107026
30219,864,815,19,19,1:29.721,89721
30220,864,815,20,18,1:28.605,88605
30221,864,815,21,18,1:28.993,88993
30222,864,815,22,18,1:29.200,89200
30223,864,815,23,18,1:29.537,89537
30224,864,815,24,18,1:30.290,90290
30225,864,815,25,17,1:30.375,90375
30226,864,815,26,17,1:30.077,90077
30227,864,815,27,17,1:30.278,90278
30228,864,815,28,16,1:30.068,90068
30229,864,815,29,16,1:30.557,90557
30230,864,815,30,15,1:30.300,90300
30231,864,815,31,15,1:30.287,90287
30232,864,815,32,15,1:30.965,90965
30233,864,815,33,15,1:30.257,90257
30234,864,815,34,15,1:30.830,90830
30235,864,815,35,15,1:31.118,91118
30236,864,815,36,16,1:33.159,93159
30237,864,815,37,16,1:34.460,94460
30238,865,17,1,1,1:27.880,87880
30239,865,17,2,1,1:53.554,113554
30240,865,17,3,1,1:50.480,110480
30241,865,17,4,1,1:22.852,82852
30242,865,17,5,1,1:22.205,82205
30243,865,17,6,1,1:21.323,81323
30244,865,17,7,1,1:21.146,81146
30245,865,17,8,1,1:20.969,80969
30246,865,17,9,1,1:21.069,81069
30247,865,17,10,1,1:20.760,80760
30248,865,17,11,1,1:20.441,80441
30249,865,17,12,1,1:20.600,80600
30250,865,17,13,1,1:20.202,80202
30251,865,17,14,1,1:20.122,80122
30252,865,17,15,1,1:19.601,79601
30253,865,17,16,1,1:19.963,79963
30254,865,17,17,1,1:20.140,80140
30255,865,17,18,1,1:19.789,79789
30256,865,17,19,1,1:20.181,80181
30257,865,17,20,1,1:19.673,79673
30258,865,17,21,1,1:19.907,79907
30259,865,17,22,1,1:19.287,79287
30260,865,17,23,1,1:19.619,79619
30261,865,17,24,1,1:19.489,79489
30262,865,17,25,1,1:19.819,79819
30263,865,17,26,1,1:19.947,79947
30264,865,17,27,1,1:20.212,80212
30265,865,17,28,1,1:20.267,80267
30266,865,17,29,4,1:38.433,98433
30267,865,17,30,3,1:24.518,84518
30268,865,17,31,2,1:21.134,81134
30269,865,17,32,2,1:21.568,81568
30270,865,17,33,2,1:21.018,81018
30271,865,17,34,2,1:19.937,79937
30272,865,17,35,2,1:20.254,80254
30273,865,17,36,2,1:20.450,80450
30274,865,17,37,2,1:20.083,80083
30275,865,17,38,2,1:19.228,79228
30276,865,17,39,2,1:19.050,79050
30277,865,17,40,2,1:19.633,79633
30278,865,17,41,2,1:19.673,79673
30279,865,17,42,2,1:19.888,79888
30280,865,17,43,2,1:19.584,79584
30281,865,17,44,2,1:19.088,79088
30282,865,17,45,2,1:18.805,78805
30283,865,17,46,1,1:19.462,79462
30284,865,17,47,1,1:20.548,80548
30285,865,17,48,1,1:20.129,80129
30286,865,17,49,1,1:20.002,80002
30287,865,17,50,1,1:19.937,79937
30288,865,17,51,1,1:19.703,79703
30289,865,17,52,1,1:19.631,79631
30290,865,17,53,1,1:19.743,79743
30291,865,17,54,1,1:20.408,80408
30292,865,17,55,1,1:20.018,80018
30293,865,17,56,1,1:19.889,79889
30294,865,17,57,1,1:19.578,79578
30295,865,17,58,1,1:19.369,79369
30296,865,17,59,1,1:19.708,79708
30297,865,17,60,1,1:19.862,79862
30298,865,17,61,1,1:19.526,79526
30299,865,17,62,1,1:20.007,80007
30300,865,17,63,1,1:19.673,79673
30301,865,17,64,1,1:19.871,79871
30302,865,17,65,1,1:20.210,80210
30303,865,17,66,1,1:20.599,80599
30304,865,17,67,1,1:20.596,80596
30305,865,17,68,1,1:21.090,81090
30306,865,17,69,1,1:24.771,84771
30307,865,17,70,1,1:26.164,86164
30308,865,17,71,1,1:24.940,84940
30309,865,17,72,1,1:23.347,83347
30310,865,17,73,1,1:22.350,82350
30311,865,17,74,1,1:20.526,80526
30312,865,17,75,1,1:20.283,80283
30313,865,17,76,1,1:20.013,80013
30314,865,17,77,1,1:19.924,79924
30315,865,17,78,1,1:20.839,80839
30316,865,3,1,2,1:28.490,88490
30317,865,3,2,2,1:53.729,113729
30318,865,3,3,2,1:50.210,110210
30319,865,3,4,2,1:23.097,83097
30320,865,3,5,2,1:22.334,82334
30321,865,3,6,2,1:21.463,81463
30322,865,3,7,2,1:21.151,81151
30323,865,3,8,2,1:21.291,81291
30324,865,3,9,2,1:21.115,81115
30325,865,3,10,2,1:20.765,80765
30326,865,3,11,2,1:20.519,80519
30327,865,3,12,2,1:20.734,80734
30328,865,3,13,2,1:20.205,80205
30329,865,3,14,2,1:20.134,80134
30330,865,3,15,2,1:20.014,80014
30331,865,3,16,2,1:19.987,79987
30332,865,3,17,2,1:20.224,80224
30333,865,3,18,2,1:19.904,79904
30334,865,3,19,2,1:19.794,79794
30335,865,3,20,2,1:20.069,80069
30336,865,3,21,2,1:19.554,79554
30337,865,3,22,2,1:19.656,79656
30338,865,3,23,2,1:19.604,79604
30339,865,3,24,2,1:19.768,79768
30340,865,3,25,2,1:19.447,79447
30341,865,3,26,2,1:19.571,79571
30342,865,3,27,6,1:37.180,97180
30343,865,3,28,6,1:24.219,84219
30344,865,3,29,5,1:19.181,79181
30345,865,3,30,4,1:21.936,81936
30346,865,3,31,3,1:21.639,81639
30347,865,3,32,3,1:21.367,81367
30348,865,3,33,3,1:21.286,81286
30349,865,3,34,3,1:20.414,80414
30350,865,3,35,3,1:20.113,80113
30351,865,3,36,3,1:20.474,80474
30352,865,3,37,3,1:19.730,79730
30353,865,3,38,3,1:19.583,79583
30354,865,3,39,3,1:19.391,79391
30355,865,3,40,3,1:19.076,79076
30356,865,3,41,3,1:19.827,79827
30357,865,3,42,3,1:19.519,79519
30358,865,3,43,3,1:19.728,79728
30359,865,3,44,3,1:19.302,79302
30360,865,3,45,3,1:19.040,79040
30361,865,3,46,2,1:18.977,78977
30362,865,3,47,2,1:20.314,80314
30363,865,3,48,2,1:20.323,80323
30364,865,3,49,2,1:19.890,79890
30365,865,3,50,2,1:19.947,79947
30366,865,3,51,2,1:19.893,79893
30367,865,3,52,2,1:19.728,79728
30368,865,3,53,2,1:19.896,79896
30369,865,3,54,2,1:20.239,80239
30370,865,3,55,2,1:20.115,80115
30371,865,3,56,2,1:19.784,79784
30372,865,3,57,2,1:19.698,79698
30373,865,3,58,2,1:19.611,79611
30374,865,3,59,2,1:19.313,79313
30375,865,3,60,2,1:19.685,79685
30376,865,3,61,2,1:19.747,79747
30377,865,3,62,2,1:19.900,79900
30378,865,3,63,2,1:19.671,79671
30379,865,3,64,2,1:19.288,79288
30380,865,3,65,2,1:20.315,80315
30381,865,3,66,2,1:20.391,80391
30382,865,3,67,2,1:20.645,80645
30383,865,3,68,2,1:20.980,80980
30384,865,3,69,2,1:24.837,84837
30385,865,3,70,2,1:25.903,85903
30386,865,3,71,2,1:24.929,84929
30387,865,3,72,2,1:23.519,83519
30388,865,3,73,2,1:22.506,82506
30389,865,3,74,2,1:20.430,80430
30390,865,3,75,2,1:20.382,80382
30391,865,3,76,2,1:19.869,79869
30392,865,3,77,2,1:19.785,79785
30393,865,3,78,2,1:20.856,80856
30394,865,1,1,3,1:29.408,89408
30395,865,1,2,3,1:53.709,113709
30396,865,1,3,3,1:50.351,110351
30397,865,1,4,3,1:23.073,83073
30398,865,1,5,3,1:22.321,82321
30399,865,1,6,3,1:21.615,81615
30400,865,1,7,3,1:21.309,81309
30401,865,1,8,3,1:21.060,81060
30402,865,1,9,3,1:21.101,81101
30403,865,1,10,3,1:21.050,81050
30404,865,1,11,3,1:20.580,80580
30405,865,1,12,3,1:20.759,80759
30406,865,1,13,3,1:20.402,80402
30407,865,1,14,3,1:20.326,80326
30408,865,1,15,3,1:20.101,80101
30409,865,1,16,3,1:20.068,80068
30410,865,1,17,3,1:19.935,79935
30411,865,1,18,3,1:20.128,80128
30412,865,1,19,3,1:20.164,80164
30413,865,1,20,3,1:19.711,79711
30414,865,1,21,3,1:19.918,79918
30415,865,1,22,3,1:19.900,79900
30416,865,1,23,3,1:19.977,79977
30417,865,1,24,3,1:20.124,80124
30418,865,1,25,3,1:20.243,80243
30419,865,1,26,3,1:20.278,80278
30420,865,1,27,2,1:20.690,80690
30421,865,1,28,2,1:20.794,80794
30422,865,1,29,6,1:39.695,99695
30423,865,1,30,6,1:23.628,83628
30424,865,1,31,5,1:19.969,79969
30425,865,1,32,5,1:20.310,80310
30426,865,1,33,5,1:20.585,80585
30427,865,1,34,5,1:20.402,80402
30428,865,1,35,5,1:20.043,80043
30429,865,1,36,5,1:20.087,80087
30430,865,1,37,5,1:19.445,79445
30431,865,1,38,5,1:19.724,79724
30432,865,1,39,5,1:19.386,79386
30433,865,1,40,5,1:19.275,79275
30434,865,1,41,5,1:19.270,79270
30435,865,1,42,5,1:19.553,79553
30436,865,1,43,5,1:19.477,79477
30437,865,1,44,5,1:19.450,79450
30438,865,1,45,5,1:19.240,79240
30439,865,1,46,5,1:18.806,78806
30440,865,1,47,5,1:20.939,80939
30441,865,1,48,5,1:20.050,80050
30442,865,1,49,5,1:19.821,79821
30443,865,1,50,5,1:20.538,80538
30444,865,1,51,5,1:20.358,80358
30445,865,1,52,5,1:20.104,80104
30446,865,1,53,5,1:19.854,79854
30447,865,1,54,5,1:20.360,80360
30448,865,1,55,5,1:20.707,80707
30449,865,1,56,5,1:20.096,80096
30450,865,1,57,5,1:19.774,79774
30451,865,1,58,5,1:19.601,79601
30452,865,1,59,5,1:19.418,79418
30453,865,1,60,5,1:19.471,79471
30454,865,1,61,5,1:19.491,79491
30455,865,1,62,5,1:19.493,79493
30456,865,1,63,5,1:19.874,79874
30457,865,1,64,5,1:19.518,79518
30458,865,1,65,5,1:19.998,79998
30459,865,1,66,5,1:19.888,79888
30460,865,1,67,5,1:19.759,79759
30461,865,1,68,5,1:20.768,80768
30462,865,1,69,5,1:23.034,83034
30463,865,1,70,5,1:26.335,86335
30464,865,1,71,5,1:24.901,84901
30465,865,1,72,5,1:23.623,83623
30466,865,1,73,5,1:22.897,82897
30467,865,1,74,5,1:20.741,80741
30468,865,1,75,5,1:20.167,80167
30469,865,1,76,5,1:19.964,79964
30470,865,1,77,5,1:20.304,80304
30471,865,1,78,5,1:21.372,81372
30472,865,4,1,4,1:30.193,90193
30473,865,4,2,4,1:53.850,113850
30474,865,4,3,4,1:49.722,109722
30475,865,4,4,4,1:23.511,83511
30476,865,4,5,4,1:22.510,82510
30477,865,4,6,4,1:21.856,81856
30478,865,4,7,4,1:21.270,81270
30479,865,4,8,4,1:21.425,81425
30480,865,4,9,4,1:21.368,81368
30481,865,4,10,4,1:21.146,81146
30482,865,4,11,4,1:21.066,81066
30483,865,4,12,4,1:21.118,81118
30484,865,4,13,4,1:20.800,80800
30485,865,4,14,4,1:20.855,80855
30486,865,4,15,4,1:20.341,80341
30487,865,4,16,4,1:20.464,80464
30488,865,4,17,4,1:19.348,79348
30489,865,4,18,4,1:19.369,79369
30490,865,4,19,4,1:19.190,79190
30491,865,4,20,4,1:19.165,79165
30492,865,4,21,4,1:19.657,79657
30493,865,4,22,4,1:19.877,79877
30494,865,4,23,4,1:20.224,80224
30495,865,4,24,4,1:19.903,79903
30496,865,4,25,4,1:20.195,80195
30497,865,4,26,4,1:20.030,80030
30498,865,4,27,3,1:20.141,80141
30499,865,4,28,3,1:20.645,80645
30500,865,4,29,1,1:21.474,81474
30501,865,4,30,5,1:36.242,96242
30502,865,4,31,4,1:23.356,83356
30503,865,4,32,4,1:20.582,80582
30504,865,4,33,4,1:20.588,80588
30505,865,4,34,4,1:20.286,80286
30506,865,4,35,4,1:19.683,79683
30507,865,4,36,4,1:20.222,80222
30508,865,4,37,4,1:19.909,79909
30509,865,4,38,4,1:19.847,79847
30510,865,4,39,4,1:19.153,79153
30511,865,4,40,4,1:19.071,79071
30512,865,4,41,4,1:19.399,79399
30513,865,4,42,4,1:19.622,79622
30514,865,4,43,4,1:19.770,79770
30515,865,4,44,4,1:19.373,79373
30516,865,4,45,4,1:18.857,78857
30517,865,4,46,4,1:18.902,78902
30518,865,4,47,3,1:20.665,80665
30519,865,4,48,3,1:20.490,80490
30520,865,4,49,3,1:19.903,79903
30521,865,4,50,3,1:20.337,80337
30522,865,4,51,3,1:19.928,79928
30523,865,4,52,3,1:20.083,80083
30524,865,4,53,3,1:19.848,79848
30525,865,4,54,3,1:20.712,80712
30526,865,4,55,3,1:20.842,80842
30527,865,4,56,3,1:19.477,79477
30528,865,4,57,3,1:19.166,79166
30529,865,4,58,3,1:19.349,79349
30530,865,4,59,3,1:19.623,79623
30531,865,4,60,3,1:19.601,79601
30532,865,4,61,3,1:19.837,79837
30533,865,4,62,3,1:19.631,79631
30534,865,4,63,3,1:19.730,79730
30535,865,4,64,3,1:19.516,79516
30536,865,4,65,3,1:19.571,79571
30537,865,4,66,3,1:20.044,80044
30538,865,4,67,3,1:20.394,80394
30539,865,4,68,3,1:20.961,80961
30540,865,4,69,3,1:24.029,84029
30541,865,4,70,3,1:25.961,85961
30542,865,4,71,3,1:25.086,85086
30543,865,4,72,3,1:23.536,83536
30544,865,4,73,3,1:22.622,82622
30545,865,4,74,3,1:20.496,80496
30546,865,4,75,3,1:20.382,80382
30547,865,4,76,3,1:19.738,79738
30548,865,4,77,3,1:19.985,79985
30549,865,4,78,3,1:20.386,80386
30550,865,13,1,5,1:30.789,90789
30551,865,13,2,5,1:54.276,114276
30552,865,13,3,5,1:49.293,109293
30553,865,13,4,5,1:23.420,83420
30554,865,13,5,5,1:22.574,82574
30555,865,13,6,5,1:21.683,81683
30556,865,13,7,5,1:21.458,81458
30557,865,13,8,5,1:21.287,81287
30558,865,13,9,5,1:21.489,81489
30559,865,13,10,5,1:21.150,81150
30560,865,13,11,5,1:20.944,80944
30561,865,13,12,5,1:21.255,81255
30562,865,13,13,5,1:20.782,80782
30563,865,13,14,5,1:21.035,81035
30564,865,13,15,5,1:20.290,80290
30565,865,13,16,5,1:20.325,80325
30566,865,13,17,5,1:19.969,79969
30567,865,13,18,5,1:19.723,79723
30568,865,13,19,5,1:19.240,79240
30569,865,13,20,5,1:19.330,79330
30570,865,13,21,5,1:19.547,79547
30571,865,13,22,5,1:19.778,79778
30572,865,13,23,5,1:20.212,80212
30573,865,13,24,5,1:20.393,80393
30574,865,13,25,5,1:20.157,80157
30575,865,13,26,5,1:20.153,80153
30576,865,13,27,4,1:20.347,80347
30577,865,13,28,4,1:20.748,80748
30578,865,13,29,2,1:21.365,81365
30579,865,13,30,1,1:20.644,80644
30580,865,13,31,6,1:38.762,98762
30581,865,13,32,7,1:23.426,83426
30582,865,13,33,7,1:19.740,79740
30583,865,13,34,6,1:19.860,79860
30584,865,13,35,6,1:19.889,79889
30585,865,13,36,6,1:20.253,80253
30586,865,13,37,6,1:19.729,79729
30587,865,13,38,6,1:19.389,79389
30588,865,13,39,6,1:19.258,79258
30589,865,13,40,6,1:19.382,79382
30590,865,13,41,6,1:19.101,79101
30591,865,13,42,6,1:19.106,79106
30592,865,13,43,6,1:19.207,79207
30593,865,13,44,6,1:19.605,79605
30594,865,13,45,6,1:19.579,79579
30595,865,13,46,6,1:19.150,79150
30596,865,13,47,6,1:20.075,80075
30597,865,13,48,6,1:19.995,79995
30598,865,13,49,6,1:20.032,80032
30599,865,13,50,6,1:20.019,80019
30600,865,13,51,6,1:20.489,80489
30601,865,13,52,6,1:20.167,80167
30602,865,13,53,6,1:20.316,80316
30603,865,13,54,6,1:20.382,80382
30604,865,13,55,6,1:20.283,80283
30605,865,13,56,6,1:20.067,80067
30606,865,13,57,6,1:19.794,79794
30607,865,13,58,6,1:19.537,79537
30608,865,13,59,6,1:19.372,79372
30609,865,13,60,6,1:19.748,79748
30610,865,13,61,6,1:19.417,79417
30611,865,13,62,6,1:19.404,79404
30612,865,13,63,6,1:20.085,80085
30613,865,13,64,6,1:19.680,79680
30614,865,13,65,6,1:20.342,80342
30615,865,13,66,6,1:20.156,80156
30616,865,13,67,6,1:19.844,79844
30617,865,13,68,6,1:20.788,80788
30618,865,13,69,6,1:22.746,82746
30619,865,13,70,6,1:25.672,85672
30620,865,13,71,6,1:24.904,84904
30621,865,13,72,6,1:23.599,83599
30622,865,13,73,6,1:23.213,83213
30623,865,13,74,6,1:20.522,80522
30624,865,13,75,6,1:20.092,80092
30625,865,13,76,6,1:20.385,80385
30626,865,13,77,6,1:20.635,80635
30627,865,13,78,6,1:21.900,81900
30628,865,20,1,6,1:31.344,91344
30629,865,20,2,6,1:54.809,114809
30630,865,20,3,6,1:48.962,108962
30631,865,20,4,6,1:23.804,83804
30632,865,20,5,6,1:22.310,82310
30633,865,20,6,6,1:21.900,81900
30634,865,20,7,6,1:21.295,81295
30635,865,20,8,6,1:21.184,81184
30636,865,20,9,6,1:21.455,81455
30637,865,20,10,6,1:21.279,81279
30638,865,20,11,6,1:20.954,80954
30639,865,20,12,6,1:21.027,81027
30640,865,20,13,6,1:21.177,81177
30641,865,20,14,6,1:20.823,80823
30642,865,20,15,6,1:20.795,80795
30643,865,20,16,6,1:20.435,80435
30644,865,20,17,6,1:20.224,80224
30645,865,20,18,6,1:20.046,80046
30646,865,20,19,6,1:19.994,79994
30647,865,20,20,6,1:20.137,80137
30648,865,20,21,6,1:19.819,79819
30649,865,20,22,6,1:20.502,80502
30650,865,20,23,6,1:19.766,79766
30651,865,20,24,6,1:19.895,79895
30652,865,20,25,6,1:20.225,80225
30653,865,20,26,6,1:20.309,80309
30654,865,20,27,5,1:19.988,79988
30655,865,20,28,5,1:19.771,79771
30656,865,20,29,3,1:20.418,80418
30657,865,20,30,2,1:20.362,80362
30658,865,20,31,1,1:20.821,80821
30659,865,20,32,1,1:19.661,79661
30660,865,20,33,1,1:19.578,79578
30661,865,20,34,1,1:19.191,79191
30662,865,20,35,1,1:19.325,79325
30663,865,20,36,1,1:19.325,79325
30664,865,20,37,1,1:19.696,79696
30665,865,20,38,1,1:19.418,79418
30666,865,20,39,1,1:19.310,79310
30667,865,20,40,1,1:19.434,79434
30668,865,20,41,1,1:19.425,79425
30669,865,20,42,1,1:19.278,79278
30670,865,20,43,1,1:19.076,79076
30671,865,20,44,1,1:19.222,79222
30672,865,20,45,1,1:19.457,79457
30673,865,20,46,3,1:37.660,97660
30674,865,20,47,4,1:22.508,82508
30675,865,20,48,4,1:19.963,79963
30676,865,20,49,4,1:19.880,79880
30677,865,20,50,4,1:20.642,80642
30678,865,20,51,4,1:19.899,79899
30679,865,20,52,4,1:20.125,80125
30680,865,20,53,4,1:19.765,79765
30681,865,20,54,4,1:20.784,80784
30682,865,20,55,4,1:20.661,80661
30683,865,20,56,4,1:19.812,79812
30684,865,20,57,4,1:19.653,79653
30685,865,20,58,4,1:19.342,79342
30686,865,20,59,4,1:19.333,79333
30687,865,20,60,4,1:19.494,79494
30688,865,20,61,4,1:19.744,79744
30689,865,20,62,4,1:19.609,79609
30690,865,20,63,4,1:19.591,79591
30691,865,20,64,4,1:19.726,79726
30692,865,20,65,4,1:19.715,79715
30693,865,20,66,4,1:19.764,79764
30694,865,20,67,4,1:20.081,80081
30695,865,20,68,4,1:21.153,81153
30696,865,20,69,4,1:23.673,83673
30697,865,20,70,4,1:26.067,86067
30698,865,20,71,4,1:24.975,84975
30699,865,20,72,4,1:23.664,83664
30700,865,20,73,4,1:22.651,82651
30701,865,20,74,4,1:20.541,80541
30702,865,20,75,4,1:20.457,80457
30703,865,20,76,4,1:19.798,79798
30704,865,20,77,4,1:20.154,80154
30705,865,20,78,4,1:19.790,79790
30706,865,8,1,7,1:32.131,92131
30707,865,8,2,7,1:54.904,114904
30708,865,8,3,7,1:48.490,108490
30709,865,8,4,7,1:24.027,84027
30710,865,8,5,7,1:22.348,82348
30711,865,8,6,7,1:21.890,81890
30712,865,8,7,7,1:21.456,81456
30713,865,8,8,7,1:21.015,81015
30714,865,8,9,7,1:21.459,81459
30715,865,8,10,7,1:21.385,81385
30716,865,8,11,7,1:20.941,80941
30717,865,8,12,7,1:21.066,81066
30718,865,8,13,7,1:21.028,81028
30719,865,8,14,7,1:21.096,81096
30720,865,8,15,7,1:20.935,80935
30721,865,8,16,7,1:20.662,80662
30722,865,8,17,7,1:20.553,80553
30723,865,8,18,7,1:20.227,80227
30724,865,8,19,7,1:20.702,80702
30725,865,8,20,7,1:20.667,80667
30726,865,8,21,7,1:20.331,80331
30727,865,8,22,7,1:21.023,81023
30728,865,8,23,7,1:21.547,81547
30729,865,8,24,7,1:21.284,81284
30730,865,8,25,7,1:21.633,81633
30731,865,8,26,7,1:22.443,82443
30732,865,8,27,7,1:22.282,82282
30733,865,8,28,7,1:23.898,83898
30734,865,8,29,16,1:42.773,102773
30735,865,8,30,14,1:23.425,83425
30736,865,8,31,14,1:19.548,79548
30737,865,8,32,14,1:22.687,82687
30738,865,8,33,13,1:21.970,81970
30739,865,8,34,13,1:22.479,82479
30740,865,8,35,13,1:21.706,81706
30741,865,8,36,13,1:20.052,80052
30742,865,8,37,13,1:19.850,79850
30743,865,8,38,12,1:20.064,80064
30744,865,8,39,12,1:20.100,80100
30745,865,8,40,11,1:20.029,80029
30746,865,8,41,11,1:20.015,80015
30747,865,8,42,11,1:19.732,79732
30748,865,8,43,11,1:19.963,79963
30749,865,8,44,11,1:20.187,80187
30750,865,8,45,11,1:19.526,79526
30751,865,8,46,11,1:20.062,80062
30752,865,8,47,11,1:20.908,80908
30753,865,8,48,11,1:19.916,79916
30754,865,8,49,11,1:20.117,80117
30755,865,8,50,11,1:19.749,79749
30756,865,8,51,11,1:19.246,79246
30757,865,8,52,11,1:19.779,79779
30758,865,8,53,11,1:19.771,79771
30759,865,8,54,11,1:20.794,80794
30760,865,8,55,11,1:20.687,80687
30761,865,8,56,11,1:19.830,79830
30762,865,8,57,11,1:20.387,80387
30763,865,8,58,11,1:19.363,79363
30764,865,8,59,11,1:19.881,79881
30765,865,8,60,11,1:20.039,80039
30766,865,8,61,11,1:19.641,79641
30767,865,8,62,11,1:20.504,80504
30768,865,8,63,11,1:20.706,80706
30769,865,8,64,10,1:20.821,80821
30770,865,8,65,10,1:21.053,81053
30771,865,8,66,10,1:21.375,81375
30772,865,8,67,10,1:21.614,81614
30773,865,8,68,10,1:22.765,82765
30774,865,8,69,10,1:23.820,83820
30775,865,8,70,9,1:25.097,85097
30776,865,8,71,9,1:22.077,82077
30777,865,8,72,9,1:21.352,81352
30778,865,8,73,9,1:20.671,80671
30779,865,8,74,9,1:19.640,79640
30780,865,8,75,9,1:21.083,81083
30781,865,8,76,9,1:20.484,80484
30782,865,8,77,9,1:19.907,79907
30783,865,8,78,9,1:21.925,81925
30784,865,30,1,8,1:32.489,92489
30785,865,30,2,8,1:55.898,115898
30786,865,30,3,8,1:47.486,107486
30787,865,30,4,8,1:24.187,84187
30788,865,30,5,8,1:22.371,82371
30789,865,30,6,8,1:21.838,81838
30790,865,30,7,8,1:21.559,81559
30791,865,30,8,8,1:21.237,81237
30792,865,30,9,8,1:21.261,81261
30793,865,30,10,8,1:21.384,81384
30794,865,30,11,8,1:21.052,81052
30795,865,30,12,8,1:21.033,81033
30796,865,30,13,8,1:21.032,81032
30797,865,30,14,8,1:21.008,81008
30798,865,30,15,8,1:21.063,81063
30799,865,30,16,8,1:20.541,80541
30800,865,30,17,8,1:20.554,80554
30801,865,30,18,8,1:20.172,80172
30802,865,30,19,8,1:20.585,80585
30803,865,30,20,8,1:20.738,80738
30804,865,30,21,8,1:20.629,80629
30805,865,30,22,8,1:20.676,80676
30806,865,30,23,8,1:21.588,81588
30807,865,30,24,8,1:21.342,81342
30808,865,30,25,8,1:21.528,81528
30809,865,30,26,8,1:22.401,82401
30810,865,30,27,8,1:22.298,82298
30811,865,30,28,8,1:23.809,83809
30812,865,30,29,7,1:23.960,83960
30813,865,30,30,7,1:19.228,79228
30814,865,30,31,7,1:19.592,79592
30815,865,30,32,6,1:19.889,79889
30816,865,30,33,6,1:19.869,79869
30817,865,30,34,10,1:37.992,97992
30818,865,30,35,9,1:23.018,83018
30819,865,30,36,9,1:19.457,79457
30820,865,30,37,9,1:19.737,79737
30821,865,30,38,8,1:19.497,79497
30822,865,30,39,8,1:19.627,79627
30823,865,30,40,7,1:21.997,81997
30824,865,30,41,7,1:19.833,79833
30825,865,30,42,7,1:19.484,79484
30826,865,30,43,7,1:18.946,78946
30827,865,30,44,7,1:19.259,79259
30828,865,30,45,7,1:19.432,79432
30829,865,30,46,7,1:19.638,79638
30830,865,30,47,7,1:19.583,79583
30831,865,30,48,7,1:19.368,79368
30832,865,30,49,7,1:20.580,80580
30833,865,30,50,7,1:19.529,79529
30834,865,30,51,7,1:18.972,78972
30835,865,30,52,7,1:18.904,78904
30836,865,30,53,7,1:19.105,79105
30837,865,30,54,7,1:19.959,79959
30838,865,30,55,7,1:19.550,79550
30839,865,30,56,7,1:19.526,79526
30840,865,30,57,7,1:19.434,79434
30841,865,30,58,7,1:20.537,80537
30842,865,30,59,7,1:21.035,81035
30843,865,30,60,7,1:21.689,81689
30844,865,30,61,7,1:23.352,83352
30845,865,30,62,8,1:25.463,85463
30846,865,30,63,9,1:26.758,86758
30847,865,807,1,9,1:33.279,93279
30848,865,807,2,9,1:55.635,115635
30849,865,807,3,9,1:47.504,107504
30850,865,807,4,9,1:24.304,84304
30851,865,807,5,9,1:22.356,82356
30852,865,807,6,9,1:21.830,81830
30853,865,807,7,9,1:21.577,81577
30854,865,807,8,9,1:21.459,81459
30855,865,807,9,9,1:21.059,81059
30856,865,807,10,9,1:21.543,81543
30857,865,807,11,9,1:21.189,81189
30858,865,807,12,9,1:20.866,80866
30859,865,807,13,9,1:20.949,80949
30860,865,807,14,9,1:21.073,81073
30861,865,807,15,9,1:21.140,81140
30862,865,807,16,9,1:20.623,80623
30863,865,807,17,9,1:20.538,80538
30864,865,807,18,9,1:20.449,80449
30865,865,807,19,9,1:20.379,80379
30866,865,807,20,9,1:20.552,80552
30867,865,807,21,9,1:20.741,80741
30868,865,807,22,9,1:20.648,80648
30869,865,807,23,9,1:21.236,81236
30870,865,807,24,9,1:21.294,81294
30871,865,807,25,9,1:21.476,81476
30872,865,807,26,9,1:22.448,82448
30873,865,807,27,9,1:22.296,82296
30874,865,807,28,9,1:23.747,83747
30875,865,807,29,17,1:43.053,103053
30876,865,807,30,16,1:24.070,84070
30877,865,807,31,15,1:19.766,79766
30878,865,807,32,15,1:21.121,81121
30879,865,807,33,14,1:23.133,83133
30880,865,807,34,12,1:20.095,80095
30881,865,807,35,12,1:18.423,78423
30882,865,807,36,12,1:20.122,80122
30883,865,807,37,12,1:20.286,80286
30884,865,807,38,11,1:20.177,80177
30885,865,807,39,11,1:20.041,80041
30886,865,807,40,10,1:20.208,80208
30887,865,807,41,10,1:20.041,80041
30888,865,807,42,10,1:20.041,80041
30889,865,807,43,10,1:20.068,80068
30890,865,807,44,10,1:20.183,80183
30891,865,807,45,10,1:20.086,80086
30892,865,807,46,10,1:20.119,80119
30893,865,807,47,10,1:20.000,80000
30894,865,807,48,10,1:20.084,80084
30895,865,807,49,10,1:19.758,79758
30896,865,807,50,10,1:19.786,79786
30897,865,807,51,10,1:19.719,79719
30898,865,807,52,10,1:19.755,79755
30899,865,807,53,10,1:19.918,79918
30900,865,807,54,10,1:20.967,80967
30901,865,807,55,10,1:20.679,80679
30902,865,807,56,10,1:20.325,80325
30903,865,807,57,10,1:20.179,80179
30904,865,807,58,10,1:20.131,80131
30905,865,807,59,10,1:19.981,79981
30906,865,807,60,10,1:20.282,80282
30907,865,807,61,10,1:19.794,79794
30908,865,807,62,10,1:19.860,79860
30909,865,807,63,10,1:21.310,81310
