ix,race_id,driver_id,lap,position,time,milliseconds
100070,933,822,48,5,1:12.559,72559
100071,933,822,49,5,1:12.437,72437
100072,933,822,50,5,1:12.327,72327
100073,933,822,51,5,1:12.298,72298
100074,933,822,52,5,1:12.248,72248
100075,933,822,53,5,1:12.387,72387
100076,933,822,54,5,1:12.900,72900
100077,933,822,55,5,1:12.437,72437
100078,933,822,56,5,1:12.304,72304
100079,933,822,57,5,1:12.387,72387
100080,933,822,58,5,1:12.372,72372
100081,933,822,59,5,1:12.527,72527
100082,933,822,60,5,1:12.454,72454
100083,933,822,61,5,1:12.528,72528
100084,933,822,62,5,1:12.444,72444
100085,933,822,63,5,1:12.594,72594
100086,933,822,64,5,1:12.769,72769
100087,933,822,65,5,1:12.891,72891
100088,933,822,66,5,1:12.722,72722
100089,933,822,67,5,1:12.674,72674
100090,933,822,68,5,1:13.065,73065
100091,933,822,69,5,1:12.886,72886
100092,933,822,70,5,1:12.772,72772
100093,933,822,71,5,1:13.438,73438
100094,933,831,1,8,1:40.842,100842
100095,933,831,2,8,2:18.176,138176
100096,933,831,3,8,2:03.754,123754
100097,933,831,4,8,1:59.968,119968
100098,933,831,5,8,1:52.134,112134
100099,933,831,6,8,1:45.630,105630
100100,933,831,7,8,1:16.650,76650
100101,933,831,8,8,1:15.186,75186
100102,933,831,9,8,1:14.127,74127
100103,933,831,10,8,1:14.072,74072
100104,933,831,11,8,1:14.093,74093
100105,933,831,12,8,1:13.529,73529
100106,933,831,13,8,1:13.450,73450
100107,933,831,14,8,1:13.579,73579
100108,933,831,15,8,1:13.749,73749
100109,933,831,16,8,1:13.660,73660
100110,933,831,17,8,1:13.883,73883
100111,933,831,18,8,1:13.562,73562
100112,933,831,19,8,1:13.451,73451
100113,933,831,20,8,1:13.627,73627
100114,933,831,21,8,1:13.848,73848
100115,933,831,22,8,1:13.706,73706
100116,933,831,23,8,1:13.880,73880
100117,933,831,24,10,1:18.762,78762
100118,933,831,25,13,1:33.075,93075
100119,933,831,26,13,1:14.929,74929
100120,933,831,27,13,1:13.699,73699
100121,933,831,28,13,1:13.613,73613
100122,933,831,29,13,1:13.625,73625
100123,933,831,30,13,1:13.295,73295
100124,933,831,31,13,1:13.317,73317
100125,933,831,32,13,1:13.800,73800
100126,933,831,33,13,1:13.807,73807
100127,933,831,34,13,1:13.993,73993
100128,933,831,35,12,1:13.911,73911
100129,933,831,36,12,1:14.041,74041
100130,933,831,37,12,1:13.806,73806
100131,933,831,38,11,1:14.335,74335
100132,933,831,39,10,1:14.178,74178
100133,933,831,40,10,1:14.775,74775
100134,933,831,41,10,1:14.223,74223
100135,933,831,42,10,1:13.913,73913
100136,933,831,43,10,1:13.610,73610
100137,933,831,44,10,1:13.397,73397
100138,933,831,45,10,1:13.610,73610
100139,933,831,46,11,1:15.020,75020
100140,933,831,47,11,1:15.067,75067
100141,933,831,48,11,1:13.923,73923
100142,933,831,49,11,1:13.713,73713
100143,933,831,50,11,1:14.013,74013
100144,933,831,51,10,1:14.617,74617
100145,933,831,52,10,1:13.745,73745
100146,933,831,53,10,1:13.233,73233
100147,933,831,54,10,1:13.075,73075
100148,933,831,55,10,1:13.334,73334
100149,933,831,56,10,1:13.093,73093
100150,933,831,57,10,1:13.050,73050
100151,933,831,58,10,1:13.102,73102
100152,933,831,59,10,1:13.150,73150
100153,933,831,60,11,1:14.436,74436
100154,933,831,61,11,1:15.392,75392
100155,933,831,62,11,1:13.578,73578
100156,933,831,63,11,1:13.611,73611
100157,933,831,64,11,1:13.661,73661
100158,933,831,65,11,1:14.314,74314
100159,933,831,66,11,1:14.041,74041
100160,933,831,67,11,1:14.366,74366
100161,933,831,68,11,1:14.375,74375
100162,933,831,69,11,1:13.771,73771
100163,933,831,70,11,1:15.255,75255
100164,933,832,1,9,1:42.198,102198
100165,933,832,2,9,2:17.391,137391
100166,933,832,3,9,2:04.332,124332
100167,933,832,4,9,2:00.792,120792
100168,933,832,5,9,1:51.032,111032
100169,933,832,6,9,1:45.136,105136
100170,933,832,7,9,1:16.923,76923
100171,933,832,8,9,1:15.110,75110
100172,933,832,9,9,1:14.351,74351
100173,933,832,10,9,1:13.854,73854
100174,933,832,11,9,1:14.163,74163
100175,933,832,12,9,1:13.796,73796
100176,933,832,13,9,1:13.686,73686
100177,933,832,14,9,1:13.801,73801
100178,933,832,15,9,1:13.718,73718
100179,933,832,16,9,1:13.816,73816
100180,933,832,17,9,1:13.594,73594
100181,933,832,18,9,1:13.375,73375
100182,933,832,19,9,1:13.610,73610
100183,933,832,20,9,1:13.939,73939
100184,933,832,21,9,1:13.520,73520
100185,933,832,22,9,1:13.435,73435
100186,933,832,23,9,1:13.870,73870
100187,933,832,24,8,1:14.531,74531
100188,933,832,25,9,1:16.861,76861
100189,933,832,26,14,1:37.097,97097
100190,933,832,27,14,1:13.361,73361
100191,933,832,28,14,1:13.234,73234
100192,933,832,29,14,1:13.496,73496
100193,933,832,30,14,1:19.178,79178
100194,933,832,31,14,1:22.632,82632
100195,933,832,32,14,1:22.272,82272
100196,933,832,33,14,1:23.885,83885
100197,933,832,34,14,1:22.411,82411
100198,933,832,35,15,1:30.761,90761
100199,933,154,1,10,1:42.739,102739
100200,933,154,2,10,2:18.750,138750
100201,933,154,3,10,2:04.385,124385
100202,933,154,4,10,1:59.735,119735
100203,933,154,5,10,1:51.200,111200
100204,933,154,6,10,1:44.361,104361
100205,933,154,7,11,1:17.752,77752
100206,933,154,8,11,1:15.117,75117
100207,933,154,9,11,1:14.893,74893
100208,933,154,10,11,1:13.941,73941
100209,933,154,11,11,1:14.196,74196
100210,933,154,12,11,1:14.478,74478
100211,933,154,13,11,1:13.957,73957
100212,933,154,14,11,1:13.590,73590
100213,933,154,15,11,1:13.698,73698
100214,933,154,16,11,1:13.873,73873
100215,933,154,17,11,1:13.993,73993
100216,933,154,18,11,1:13.542,73542
100217,933,154,19,11,1:13.602,73602
100218,933,154,20,11,1:13.645,73645
100219,933,154,21,11,1:13.772,73772
100220,933,154,22,11,1:13.609,73609
100221,933,154,23,12,1:17.035,77035
100222,933,154,24,14,1:31.497,91497
100223,933,154,25,14,1:13.500,73500
100224,933,154,26,12,1:13.333,73333
100225,933,154,27,12,1:13.039,73039
100226,933,154,28,12,1:13.031,73031
100227,933,154,29,12,1:13.103,73103
100228,933,154,30,12,1:12.992,72992
100229,933,154,31,11,1:13.094,73094
100230,933,154,32,11,1:13.589,73589
100231,933,154,33,11,1:13.063,73063
100232,933,154,34,11,1:12.881,72881
100233,933,154,35,13,1:42.318,102318
100234,933,815,1,11,1:43.896,103896
100235,933,815,2,11,2:18.375,138375
100236,933,815,3,11,2:04.481,124481
100237,933,815,4,11,1:59.388,119388
100238,933,815,5,11,1:51.997,111997
100239,933,815,6,11,1:43.416,103416
100240,933,815,7,10,1:17.059,77059
100241,933,815,8,10,1:15.123,75123
100242,933,815,9,10,1:14.520,74520
100243,933,815,10,10,1:14.259,74259
100244,933,815,11,10,1:14.139,74139
100245,933,815,12,10,1:14.035,74035
100246,933,815,13,10,1:13.960,73960
100247,933,815,14,10,1:13.936,73936
100248,933,815,15,10,1:13.839,73839
100249,933,815,16,10,1:13.917,73917
100250,933,815,17,10,1:13.843,73843
100251,933,815,18,10,1:13.710,73710
100252,933,815,19,10,1:13.428,73428
100253,933,815,20,10,1:13.695,73695
100254,933,815,21,10,1:13.775,73775
100255,933,815,22,10,1:13.530,73530
100256,933,815,23,10,1:13.839,73839
100257,933,815,24,9,1:14.130,74130
100258,933,815,25,8,1:14.083,74083
100259,933,815,26,7,1:13.810,73810
100260,933,815,27,5,1:13.841,73841
100261,933,815,28,5,1:13.861,73861
100262,933,815,29,5,1:13.701,73701
100263,933,815,30,5,1:13.413,73413
100264,933,815,31,5,1:13.799,73799
100265,933,815,32,5,1:13.828,73828
100266,933,815,33,5,1:13.768,73768
100267,933,815,34,5,1:13.786,73786
100268,933,815,35,5,1:14.667,74667
100269,933,815,36,5,1:14.026,74026
100270,933,815,37,5,1:13.857,73857
100271,933,815,38,7,1:17.809,77809
100272,933,815,39,12,1:35.663,95663
100273,933,815,40,12,1:12.566,72566
100274,933,815,41,12,1:12.571,72571
100275,933,815,42,12,1:13.639,73639
100276,933,815,43,11,1:13.146,73146
100277,933,815,44,11,1:13.108,73108
100278,933,815,45,11,1:13.375,73375
100279,933,815,46,10,1:13.281,73281
100280,933,815,47,10,1:12.861,72861
100281,933,815,48,10,1:12.679,72679
100282,933,815,49,10,1:12.747,72747
100283,933,815,50,10,1:14.489,74489
100284,933,815,51,9,1:12.882,72882
100285,933,815,52,9,1:12.770,72770
100286,933,815,53,9,1:12.500,72500
100287,933,815,54,9,1:12.579,72579
100288,933,815,55,9,1:12.731,72731
100289,933,815,56,9,1:12.673,72673
100290,933,815,57,9,1:14.792,74792
100291,933,815,58,9,1:12.377,72377
100292,933,815,59,9,1:12.799,72799
100293,933,815,60,9,1:12.572,72572
100294,933,815,61,9,1:12.645,72645
100295,933,815,62,9,1:12.623,72623
100296,933,815,63,9,1:13.192,73192
100297,933,815,64,9,1:13.222,73222
100298,933,815,65,9,1:13.329,73329
100299,933,815,66,9,1:13.272,73272
100300,933,815,67,9,1:13.124,73124
100301,933,815,68,9,1:12.668,72668
100302,933,815,69,9,1:12.829,72829
100303,933,815,70,9,1:13.141,73141
100304,933,813,1,12,1:44.631,104631
100305,933,813,2,12,2:18.199,138199
100306,933,813,3,12,2:04.587,124587
100307,933,813,4,12,1:59.950,119950
100308,933,813,5,12,1:51.721,111721
100309,933,813,6,12,1:42.778,102778
100310,933,813,7,12,1:17.517,77517
100311,933,813,8,12,1:15.504,75504
100312,933,813,9,12,1:14.891,74891
100313,933,813,10,12,1:14.498,74498
100314,933,813,11,12,1:14.237,74237
100315,933,813,12,12,1:14.068,74068
100316,933,813,13,12,1:13.883,73883
100317,933,813,14,12,1:13.635,73635
100318,933,813,15,12,1:13.711,73711
100319,933,813,16,12,1:13.735,73735
100320,933,813,17,12,1:13.671,73671
100321,933,813,18,12,1:13.933,73933
100322,933,813,19,12,1:13.531,73531
100323,933,813,20,12,1:13.959,73959
100324,933,813,21,12,1:13.728,73728
100325,933,813,22,12,1:13.496,73496
100326,933,813,23,11,1:13.839,73839
100327,933,813,24,11,1:13.790,73790
100328,933,813,25,10,1:14.263,74263
100329,933,813,26,8,1:13.819,73819
100330,933,813,27,6,1:13.814,73814
100331,933,813,28,6,1:13.649,73649
100332,933,813,29,6,1:13.699,73699
100333,933,813,30,6,1:13.462,73462
100334,933,813,31,6,1:13.533,73533
100335,933,813,32,6,1:13.662,73662
100336,933,813,33,6,1:14.072,74072
100337,933,813,34,6,1:13.668,73668
100338,933,813,35,6,1:14.058,74058
100339,933,813,36,6,1:14.708,74708
100340,933,813,37,8,1:17.664,77664
100341,933,813,38,12,1:30.045,90045
100342,933,813,39,11,1:13.423,73423
100343,933,813,40,9,1:12.204,72204
100344,933,813,41,9,1:12.530,72530
100345,933,813,42,9,1:12.521,72521
100346,933,813,43,9,1:12.762,72762
100347,933,813,44,9,1:12.608,72608
100348,933,813,45,9,1:13.204,73204
100349,933,813,46,9,1:12.564,72564
100350,933,813,47,9,1:12.468,72468
100351,933,813,48,9,1:12.587,72587
100352,933,813,49,9,1:13.569,73569
100353,933,813,50,8,1:12.995,72995
100354,933,813,51,8,1:12.152,72152
100355,933,813,52,8,1:12.269,72269
100356,933,813,53,8,1:12.284,72284
100357,933,813,54,8,1:12.113,72113
100358,933,813,55,8,1:12.104,72104
100359,933,813,56,8,1:11.888,71888
100360,933,813,57,8,1:11.795,71795
100361,933,813,58,8,1:11.785,71785
100362,933,813,59,8,1:12.492,72492
100363,933,813,60,8,1:12.233,72233
100364,933,813,61,8,1:12.736,72736
100365,933,813,62,8,1:12.439,72439
100366,933,813,63,8,1:12.540,72540
100367,933,813,64,8,1:12.836,72836
100368,933,813,65,8,1:12.307,72307
100369,933,813,66,8,1:13.380,73380
100370,933,813,67,8,1:13.550,73550
100371,933,813,68,8,1:12.734,72734
100372,933,813,69,7,1:16.095,76095
100373,933,813,70,7,1:13.436,73436
100374,933,826,1,13,1:45.154,105154
100375,933,826,2,17,2:22.352,142352
100376,933,826,3,15,2:03.127,123127
100377,933,826,4,15,1:59.807,119807
100378,933,826,5,15,1:51.958,111958
100379,933,826,6,15,1:40.620,100620
100380,933,826,7,15,1:17.964,77964
100381,933,826,8,14,1:15.859,75859
100382,933,826,9,14,1:15.286,75286
100383,933,826,10,14,1:14.788,74788
100384,933,826,11,14,1:15.424,75424
100385,933,826,12,14,1:14.895,74895
100386,933,826,13,14,1:14.768,74768
100387,933,826,14,14,1:14.496,74496
100388,933,826,15,14,1:14.268,74268
100389,933,826,16,14,1:14.627,74627
100390,933,826,17,14,1:14.885,74885
100391,933,826,18,14,1:14.278,74278
100392,933,826,19,14,1:14.172,74172
100393,933,826,20,14,1:14.147,74147
100394,933,826,21,14,1:14.151,74151
100395,933,826,22,14,1:14.074,74074
100396,933,826,23,14,1:14.173,74173
100397,933,826,24,13,1:14.145,74145
100398,933,826,25,12,1:14.206,74206
100399,933,826,26,11,1:14.005,74005
100400,933,826,27,10,1:14.691,74691
100401,933,826,28,10,1:14.038,74038
100402,933,826,29,11,1:15.201,75201
100403,933,826,30,11,1:14.273,74273
100404,933,826,31,12,1:15.113,75113
100405,933,826,32,12,1:14.462,74462
100406,933,826,33,12,1:14.204,74204
100407,933,826,34,12,1:14.193,74193
100408,933,826,35,11,1:13.640,73640
100409,933,826,36,11,1:13.717,73717
100410,933,826,37,11,1:14.296,74296
100411,933,826,38,10,1:14.498,74498
100412,933,826,39,9,1:14.142,74142
100413,933,826,40,11,1:15.898,75898
100414,933,826,41,11,1:14.439,74439
100415,933,826,42,11,1:14.327,74327
100416,933,826,43,12,1:14.820,74820
100417,933,826,44,12,1:13.942,73942
100418,933,826,45,12,1:18.166,78166
100419,933,826,46,12,1:31.548,91548
100420,933,826,47,12,1:14.490,74490
100421,933,826,48,12,1:14.026,74026
100422,933,826,49,12,1:12.557,72557
100423,933,826,50,12,1:12.703,72703
100424,933,826,51,12,1:12.643,72643
100425,933,826,52,12,1:12.325,72325
100426,933,826,53,12,1:12.450,72450
100427,933,826,54,12,1:12.316,72316
100428,933,826,55,12,1:12.626,72626
100429,933,826,56,12,1:12.465,72465
100430,933,826,57,12,1:12.607,72607
100431,933,826,58,12,1:12.595,72595
100432,933,826,59,12,1:12.706,72706
100433,933,826,60,12,1:13.003,73003
100434,933,826,61,12,1:12.969,72969
100435,933,826,62,12,1:13.096,73096
100436,933,826,63,12,1:13.114,73114
100437,933,826,64,12,1:13.530,73530
100438,933,826,65,12,1:13.979,73979
100439,933,826,66,12,1:13.593,73593
100440,933,826,67,12,1:13.547,73547
100441,933,826,68,12,1:13.122,73122
100442,933,826,69,12,1:13.359,73359
100443,933,826,70,12,1:16.717,76717
100444,933,828,1,14,1:45.713,105713
100445,933,828,2,14,2:18.158,138158
100446,933,828,3,17,2:07.893,127893
100447,933,828,4,16,2:00.129,120129
100448,933,828,5,16,1:51.750,111750
100449,933,828,6,16,1:40.443,100443
100450,933,828,7,16,1:17.538,77538
100451,933,828,8,16,1:17.425,77425
100452,933,828,9,15,1:16.237,76237
100453,933,828,10,15,1:15.779,75779
100454,933,828,11,15,1:15.120,75120
100455,933,828,12,15,1:19.166,79166
100456,933,828,13,16,1:27.713,87713
100457,933,828,14,16,1:14.736,74736
100458,933,828,15,16,1:14.603,74603
100459,933,828,16,16,1:14.586,74586
100460,933,828,17,16,1:14.208,74208
100461,933,828,18,16,1:14.398,74398
100462,933,828,19,16,1:14.792,74792
100463,933,828,20,16,1:36.718,96718
100464,933,828,21,16,1:17.650,77650
100465,933,828,22,16,1:14.537,74537
100466,933,828,23,16,1:16.591,76591
100467,933,828,24,16,1:14.585,74585
100468,933,828,25,16,1:14.513,74513
100469,933,828,26,16,1:15.257,75257
100470,933,828,27,16,1:14.434,74434
100471,933,828,28,16,1:14.563,74563
100472,933,828,29,16,1:14.232,74232
100473,933,828,30,16,1:14.073,74073
100474,933,828,31,16,1:14.080,74080
100475,933,828,32,16,1:14.204,74204
100476,933,828,33,16,1:15.124,75124
100477,933,828,34,15,1:15.500,75500
100478,933,828,35,14,1:14.426,74426
100479,933,828,36,13,1:14.365,74365
100480,933,828,37,13,1:13.928,73928
100481,933,828,38,13,1:13.586,73586
100482,933,828,39,13,1:13.682,73682
100483,933,828,40,13,1:14.057,74057
100484,933,828,41,13,1:16.031,76031
100485,933,828,42,13,1:14.142,74142
100486,933,828,43,13,1:14.036,74036
100487,933,828,44,13,1:27.574,87574
100488,933,828,45,13,1:18.763,78763
100489,933,828,46,13,1:33.207,93207
100490,933,828,47,13,1:13.393,73393
100491,933,828,48,13,1:12.649,72649
100492,933,828,49,13,1:13.004,73004
100493,933,828,50,13,1:14.036,74036
100494,933,828,51,13,1:14.349,74349
100495,933,828,52,13,1:14.148,74148
100496,933,828,53,13,1:12.821,72821
100497,933,828,54,13,1:12.560,72560
100498,933,828,55,13,1:12.626,72626
100499,933,828,56,13,1:12.516,72516
100500,933,828,57,13,1:12.797,72797
100501,933,828,58,13,1:13.069,73069
100502,933,828,59,13,1:12.787,72787
100503,933,828,60,13,1:13.060,73060
100504,933,828,61,13,1:13.079,73079
100505,933,828,62,13,1:12.959,72959
100506,933,828,63,13,1:13.191,73191
100507,933,828,64,13,1:13.244,73244
100508,933,828,65,13,1:13.464,73464
100509,933,828,66,13,1:13.352,73352
100510,933,828,67,13,1:13.887,73887
100511,933,828,68,13,1:14.039,74039
100512,933,828,69,13,1:16.242,76242
100513,933,833,1,15,1:46.309,106309
100514,933,833,2,13,2:17.092,137092
100515,933,833,3,13,2:04.662,124662
100516,933,833,4,13,1:59.873,119873
100517,933,833,5,13,1:51.937,111937
100518,933,833,6,13,1:42.604,102604
100519,933,833,7,14,1:18.279,78279
100520,933,833,8,15,1:17.455,77455
100521,933,833,9,16,1:18.337,78337
100522,933,833,10,16,1:16.939,76939
100523,933,833,11,16,1:16.629,76629
100524,933,833,12,16,1:16.544,76544
100525,933,833,13,15,1:17.359,77359
100526,933,833,14,15,1:16.134,76134
100527,933,833,15,15,1:16.170,76170
100528,933,833,16,15,1:16.179,76179
100529,933,833,17,15,1:15.608,75608
100530,933,833,18,15,1:15.701,75701
100531,933,833,19,15,1:15.654,75654
100532,933,833,20,15,1:17.363,77363
100533,933,833,21,15,1:15.924,75924
100534,933,833,22,15,1:15.782,75782
100535,933,833,23,15,1:17.783,77783
100536,933,833,24,15,1:16.060,76060
100537,933,833,25,15,1:15.968,75968
100538,933,833,26,15,1:17.191,77191
100539,933,833,27,15,1:16.841,76841
100540,933,833,28,15,1:16.105,76105
100541,933,833,29,15,1:15.926,75926
100542,933,833,30,15,1:15.923,75923
100543,933,833,31,15,1:16.269,76269
100544,933,833,32,15,1:17.407,77407
100545,933,833,33,15,1:16.575,76575
100546,933,833,34,16,1:20.713,80713
100547,933,833,35,16,1:36.661,96661
100548,933,833,36,14,1:15.722,75722
100549,933,833,37,14,1:15.292,75292
100550,933,833,38,14,1:15.192,75192
100551,933,833,39,14,1:15.589,75589
100552,933,833,40,14,1:15.035,75035
100553,933,833,41,14,1:16.537,76537
100554,933,833,42,14,1:16.247,76247
100555,933,833,43,14,1:15.430,75430
100556,933,833,44,14,1:15.340,75340
100557,933,833,45,14,1:15.453,75453
100558,933,833,46,14,1:15.176,75176
100559,933,833,47,14,1:18.497,78497
100560,933,833,48,14,1:15.105,75105
100561,933,833,49,14,1:15.158,75158
100562,933,833,50,14,1:14.969,74969
100563,933,833,51,14,1:16.036,76036
100564,933,833,52,14,1:15.587,75587
100565,933,833,53,14,1:16.457,76457
100566,933,833,54,14,1:15.149,75149
100567,933,833,55,14,1:16.582,76582
100568,933,833,56,14,1:15.209,75209
100569,933,833,57,14,1:17.127,77127
100570,933,833,58,14,1:14.939,74939
100571,933,833,59,14,1:16.691,76691
100572,933,833,60,14,1:16.680,76680
100573,933,833,61,14,1:15.502,75502
100574,933,833,62,14,1:15.336,75336
100575,933,833,63,14,1:16.869,76869
100576,933,833,64,14,1:17.365,77365
100577,933,833,65,14,1:16.458,76458
100578,933,833,66,14,1:15.346,75346
100579,933,833,67,14,1:15.197,75197
100580,933,833,68,14,1:15.180,75180
100581,933,817,1,16,1:47.791,107791
100582,933,817,2,15,2:17.708,137708
100583,933,817,3,14,2:04.128,124128
100584,933,817,4,14,1:59.923,119923
100585,933,817,5,14,1:51.412,111412
100586,933,817,6,14,1:41.619,101619
100587,933,817,7,13,1:17.494,77494
100588,933,817,8,13,1:15.671,75671
100589,933,817,9,13,1:15.099,75099
100590,933,817,10,13,1:14.829,74829
100591,933,817,11,13,1:14.376,74376
100592,933,817,12,13,1:14.463,74463
100593,933,817,13,13,1:14.283,74283
100594,933,817,14,13,1:14.583,74583
100595,933,817,15,13,1:14.288,74288
100596,933,817,16,13,1:14.188,74188
100597,933,817,17,13,1:14.290,74290
100598,933,817,18,13,1:14.116,74116
100599,933,817,19,13,1:14.037,74037
100600,933,817,20,13,1:14.144,74144
100601,933,817,21,13,1:14.071,74071
100602,933,817,22,13,1:14.087,74087
100603,933,817,23,13,1:14.130,74130
100604,933,817,24,12,1:14.277,74277
100605,933,817,25,11,1:13.985,73985
100606,933,817,26,10,1:14.071,74071
100607,933,817,27,9,1:14.160,74160
100608,933,817,28,9,1:13.925,73925
100609,933,817,29,9,1:14.031,74031
100610,933,817,30,9,1:13.862,73862
100611,933,817,31,9,1:13.764,73764
100612,933,817,32,9,1:13.929,73929
100613,933,817,33,9,1:13.801,73801
100614,933,817,34,9,1:13.718,73718
100615,933,817,35,9,1:13.512,73512
100616,933,817,36,9,1:13.697,73697
100617,933,817,37,9,1:13.941,73941
100618,933,817,38,8,1:13.949,73949
100619,933,817,39,8,1:14.329,74329
100620,933,817,40,8,1:14.126,74126
100621,933,817,41,8,1:13.846,73846
100622,933,817,42,8,1:13.755,73755
100623,933,817,43,8,1:13.659,73659
100624,933,817,44,8,1:13.717,73717
100625,933,817,45,8,1:13.711,73711
100626,933,817,46,8,1:13.611,73611
100627,933,817,47,8,1:13.618,73618
100628,933,817,48,8,1:13.820,73820
100629,933,817,49,8,1:14.204,74204
100630,933,817,50,9,1:18.162,78162
100631,933,817,51,11,1:36.222,96222
100632,933,817,52,11,1:12.004,72004
100633,933,817,53,11,1:11.739,71739
100634,933,817,54,11,1:11.779,71779
100635,933,817,55,11,1:11.809,71809
100636,933,817,56,11,1:11.742,71742
100637,933,817,57,11,1:11.715,71715
100638,933,817,58,11,1:11.838,71838
100639,933,817,59,11,1:12.256,72256
100640,933,817,60,10,1:12.364,72364
100641,933,817,61,10,1:11.905,71905
100642,933,817,62,10,1:11.690,71690
100643,933,817,63,10,1:15.818,75818
100644,933,817,64,10,1:12.012,72012
100645,933,817,65,10,1:12.093,72093
100646,933,817,66,10,1:12.130,72130
100647,933,817,67,10,1:11.916,71916
100648,933,817,68,10,1:11.835,71835
100649,933,817,69,10,1:11.689,71689
100650,933,817,70,10,1:11.962,71962
100651,933,18,1,17,1:48.678,108678
100652,933,18,2,16,2:18.046,138046
100653,933,18,3,16,2:04.174,124174
100654,933,18,4,17,2:01.925,121925
100655,933,18,5,17,1:52.208,112208
100656,933,18,6,17,1:42.229,102229
100657,933,18,7,17,1:41.204,101204
100658,933,18,8,17,1:58.603,118603
100659,933,829,1,18,1:49.759,109759
100660,934,13,1,1,1:54.061,114061
100661,934,13,2,1,2:35.792,155792
100662,934,13,3,1,2:27.274,147274
100663,934,13,4,1,1:41.141,101141
100664,934,13,5,1,1:40.272,100272
100665,934,13,6,1,1:39.515,99515
100666,934,13,7,1,1:39.778,99778
100667,934,13,8,1,1:39.701,99701
100668,934,13,9,1,1:39.408,99408
100669,934,13,10,1,1:39.646,99646
100670,934,13,11,1,1:39.434,99434
100671,934,13,12,1,1:39.459,99459
100672,934,13,13,1,1:39.614,99614
100673,934,13,14,1,1:39.471,99471
100674,934,13,15,1,1:39.298,99298
100675,934,13,16,1,1:39.608,99608
100676,934,13,17,1,1:39.637,99637
100677,934,13,18,1,1:39.557,99557
100678,934,13,19,2,1:39.352,99352
100679,934,13,20,1,1:37.901,97901
100680,934,13,21,3,1:58.445,118445
100681,934,13,22,2,1:37.691,97691
100682,934,13,23,2,1:37.663,97663
100683,934,13,24,2,1:37.699,97699
100684,934,13,25,2,1:37.548,97548
100685,934,13,26,2,1:37.466,97466
100686,934,13,27,2,1:37.576,97576
100687,934,13,28,2,1:37.746,97746
100688,934,13,29,2,1:37.580,97580
100689,934,13,30,2,1:37.653,97653
100690,934,13,31,2,1:37.485,97485
100691,934,13,32,2,1:37.508,97508
100692,934,13,33,2,1:37.710,97710
100693,934,13,34,2,2:12.355,132355
100694,934,13,35,2,1:58.235,118235
100695,934,13,36,2,1:39.265,99265
